country,to_review,suggested_standard,n1,n2,dist,standard
United States,Hattiesburg,Gettysburg,15,1,0.199242424,
United States,Helena,Helena Mt,19,36,0.111111111,
United States,"Helena, Mt",Helena,19,2,0.133333333,
United States,"Helena-West Helena, Ar",Helena,19,4,0.242424242,
United States,Henderson,Anderson,1,1,0.187169312,
United States,Hickory,Hickory Lenoir Morganton Nc,2,36,0.24691358,
United States,Hickory-Lenoir-Morganton,Hickory,2,1,0.236111111,
United States,"Hickory-Lenoir-Morganton, Nc",Hickory Lenoir Morganton Nc,36,4,0.12707231,
United States,Hilo,Hilo Hi,30,36,0.142857143,
United States,"Hilo, Hi",Hilo,30,4,0.166666667,
United States,Hobbs,Hobbs Nm,9,36,0.125,
United States,"Hobbs, Nm",Hobbs,9,2,0.148148148,
United States,Holland,"Holland-Grand Haven, Mi",3,4,0.231884058,
United States,Honolulu,"Honolulu, Hi",3,4,0.111111111,
United States,"Honolulu, Hi","Hilo, Hi",4,4,0.228174603,
United States,Hot Springs,Rock Springs,10,30,0.143939394,
United States,"Hot Springs, Ar",Rock Springs,4,30,0.216666667,
United States,Houston,Boston,3,1,0.150793651,
United States,Houston-Sugar Land-Baytown,Houston,1,1,0.243589744,
United States,Houston-The Woodlands-Sugar Land,Houston The Woodlands Sugar Land Tx,36,30,0.168452381,
United States,Huntington-Ashland,Huntington Ashland Wv Ky Oh,36,28,0.141975309,
United States,"Huntington-Ashland, Wv-Ky-Oh",Huntington-Ashland,28,4,0.119047619,
United States,"Huntsville, Al",Grantsville,4,4,0.233766234,
United States,Hurricane,Harriman,1,1,0.194444444,
United States,Indianapolis,"Indianapolis-Carmel, In",3,4,0.15942029,
United States,Indianapolis-Carmel,Indianapolis-Carmel-Anderson,1,27,0.107142857,
United States,"Indianapolis-Carmel, In",Indianapolis-Carmel-Anderson,27,4,0.138716356,
United States,Iowa City,Mason City,17,18,0.221693122,
United States,"Iowa City, Ia",Iowa City,17,4,0.102564103,
United States,Jackson,Jacksonville,4,30,0.138888889,
United States,"Jackson, Ms",Jackson,4,4,0.121212121,
United States,"Jackson, Tn","Jackson, Ms",4,4,0.121212121,
United States,"Jackson, Wy-Id",Jackson,4,4,0.166666667,
United States,"Jacksonville, Fl",Jackson,4,4,0.1875,
United States,Jamesville,Lakeville,1,2,0.174074074,
United States,Jasper,Jasper In,19,36,0.111111111,
United States,Jasper In,Casper Wy,36,36,0.222222222,
United States,"Jasper, In",Jasper,19,2,0.133333333,
United States,Jean,Juneau,3,32,0.236111111,
United States,Jeffersonville,Jacksonville,30,2,0.202380952,
United States,Jersey City,Bryson City,3,3,0.223484848,
United States,"Johnstown, Pa",Johnstown,21,4,0.102564103,
United States,Joplin,Joplin Mo,12,36,0.111111111,
United States,Juneau,Juneau Ak,32,36,0.111111111,
United States,"Juneau, Ak",Juneau,32,2,0.133333333,
United States,Kahului,"Kahului-Wailuku, Hi",2,4,0.210526316,
United States,"Kahului-Wailuku, Hi",Kahului-Wailuku-Lahaina,12,4,0.154080854,
United States,"Kalamazoo-Portage, Mi",Kalamazoo Portage Mi,36,4,0.118588137,
United States,"Kalispell, Mt",Kalispell,22,4,0.102564103,
United States,Kansas City,Kansas City Mo Ks,27,36,0.117647059,
United States,"Kansas City, Mo-Ks",Kansas City,27,4,0.12962963,
United States,Kapaa,Kapaa Hi,22,36,0.125,
United States,"Kapaa, Hi",Kapaa,22,2,0.148148148,
United States,Keeler,Keene,3,6,0.177777778,
United States,Keene,Keene Nh,6,36,0.125,
United States,"Keene, Nh",Keene,6,4,0.148148148,
United States,Kenansville,Gainesville,1,1,0.158249158,
United States,Kenner,Kennesaw,1,2,0.180555556,
United States,Kent,Keene,6,3,0.216666667,
United States,King City,Kansas City,27,3,0.195286195,
United States,Kingsport-Bristol-Bristol,Kingsport Bristol Bristol Tn Va,36,1,0.112688172,
United States,"Kingsport-Bristol-Bristol, Tn-Va",Kingsport Bristol Bristol Tn Va,36,4,0.121543779,
United States,"Kinston, Nc","Burlington, Nc",4,4,0.17965368,
United States,Knoxville,"Knoxville, Tn",3,4,0.102564103,
United States,"Knoxville, Tn","Cookeville, Tn",4,4,0.238827839,
United States,Kokomo,"Kokomo, In",2,4,0.133333333,
United States,La Crosse,"La Crosse, Wi-Mn",1,4,0.145833333,
United States,"La Crosse, Wi-Mn",La Crosse Onalaska Wi Mn,36,4,0.228174603,
United States,Laconia,Macon Ga,7,36,0.220238095,
United States,"Laconia, Nh",Laconia,7,4,0.121212121,
United States,Lafayette,Lafayette West Lafayette In,10,36,0.222222222,
United States,Lafayette West Lafayette In,Lafayette La,36,36,0.185185185,
United States,"Lafayette, In",Lafayette,10,4,0.102564103,
United States,"Lafayette, La",Lafayette,10,4,0.102564103,
United States,Lafayette-West Lafayette,Lafayette La,36,3,0.166666667,
United States,Lakeland,Oakland,1,3,0.130952381,
United States,Lakeland-Winter Haven,Lakeland Winter Haven Fl,36,3,0.129761905,
United States,"Lakeland-Winter Haven, Fl",Lakeland Winter Haven Fl,36,4,0.134758454,
United States,Lakeview,Lakeville,1,2,0.115740741,
United States,Lakeville,Clarksville,3,2,0.195286195,
United States,Lamar,Laramie,15,18,0.161904762,
United States,"Lancaster, Pa",Lancaster,6,4,0.102564103,
United States,"Laramie, Wy",Laramie,18,2,0.121212121,
United States,Laredo,Laredo Tx,3,36,0.111111111,
United States,Las Vegas,"Las Vegas-Paradise, Nv",3,4,0.196969697,
United States,Las Vegas-Paradise,Las Vegas,3,1,0.166666667,
United States,"Las Vegas-Paradise, Nv",Las Vegas Henderson Paradise Nv,36,4,0.2235826,
United States,Lawrence,"Lawrenceburg, Tn",1,4,0.166666667,
United States,Lawrenceburg,Lawrence,1,1,0.111111111,
United States,Lawton,Lewistown,3,24,0.203703704,
United States,"Lebanon, Nh-Vt",Lebanon,6,4,0.166666667,
United States,"Lebanon, Pa",Lebanon,6,2,0.121212121,
United States,Lewiston,Lewiston-Auburn,3,13,0.155555556,
United States,Lewiston-Auburn,Lewistown,13,24,0.192592593,
United States,"Lewiston-Auburn, Me",Lewiston Auburn Me,36,4,0.122233689,
United States,Lewistown,Lewiston Auburn Me,36,24,0.222222222,
United States,Lexington,Lexington-Fayette,2,25,0.156862745,
United States,"Lexington-Fayette, Ky",Lexington Fayette Ky,36,4,0.109816207,
United States,Liberty,Libby,12,2,0.20952381,
United States,Lincoln,"Lincoln, Ne",1,4,0.121212121,
United States,"Lincoln, Ne","Kinston, Nc",4,4,0.242424242,
United States,Little Rock-North Little Rock-Conway,Little Rock North Little Rock Conway Ar,36,31,0.120077091,
United States,"Little Rock-North Little Rock-Conway, Ar",Little Rock North Little Rock Conway Ar,36,4,0.145697621,
United States,Logan,"Logan, Ut-Id",1,4,0.194444444,
United States,Los Angeles,Los Angeles-Long Beach-Anaheim,2,30,0.211111111,
United States,Los Angeles-Long Beach-Anaheim,Los Angeles Long Beach Anaheim Ca,36,30,0.102489177,
United States,"Los Angeles-Long Beach-Glendale, Ca",Los Angeles-Long Beach-Anaheim,30,2,0.149389499,
United States,Los Angeles-Long Beach-Santa Ana,Los Angeles-Long Beach-Anaheim,30,1,0.119764957,
United States,"Los Angeles-Long Beach-Santa Ana, Ca",Los Angeles-Long Beach-Anaheim,30,4,0.14985755,
United States,Louisville,Louisville Jefferson County Ky In,29,36,0.232323232,
United States,Lumberton,"Lumberton, Nc",1,4,0.102564103,
United States,Lynchburg,"Lynchburg, Va",1,4,0.102564103,
United States,Macon,Macon Ga,7,36,0.125,
United States,"Macon, Ga",Macon,7,4,0.148148148,
United States,Madawaska,Madawaska (Na),3,12,0.119047619,
United States,Madera,Madera Ca,33,36,0.111111111,
United States,"Madera, Ca",Madera,33,2,0.133333333,
United States,Madison,Macon,7,4,0.20952381,
United States,"Madison, Wi",Madison,4,4,0.121212121,
United States,"Manchester-Nashua, Nh",Manchester Nashua Nh,36,4,0.109816207,
United States,"Manitowoc, Wi","Madison, Wi",4,2,0.218725719,
United States,Maricopa,Macon,7,1,0.233333333,
United States,Marshall Tx,Marshall Mn,36,36,0.121212121,
United States,"Marshall, Mn","Marshall, Tx",2,4,0.111111111,
United States,"Marshall, Tx",Marshall,24,4,0.111111111,
United States,Marysville,Clarksville,3,3,0.157575758,
United States,Mason City,Kansas City,27,18,0.199242424,
United States,Mason City Ia,Iowa City Ia,36,36,0.165811966,
United States,Mcalester,"Mcalester, Ok",1,4,0.102564103,
United States,"Mcallen-Edinburg-Mission, Tx",Mcallen Edinburg Mission Tx,36,4,0.10707231,
United States,"Medford, Or",Medford,7,4,0.121212121,
United States,Memphis,Memphis Tn Ms Ar,32,36,0.1875,
United States,"Memphis, Tn-Ms-Ar",Memphis Tn Ms Ar,36,4,0.100490196,
United States,Mena,Mesa,1,3,0.166666667,
United States,Merced,Merced Ca,31,36,0.111111111,
United States,Merced Ca,Bakersfield Ca,36,36,0.240740741,
United States,"Merced, Ca",Merced,31,4,0.133333333,
United States,"Meridian, Ms","Grenada, Ms",4,4,0.218013468,
United States,Miami,Miami Ok,5,36,0.125,
United States,"Miami, Ok",Miami,5,2,0.148148148,
United States,Miami-Fort Lauderdale-Pompano Beach,Miami-Fort Lauderdale-West Palm Beach,1,30,0.124407357,
United States,"Miami-Fort Lauderdale-Pompano Beach, Fl",Miami-Fort Lauderdale-West Palm Beach,4,30,0.142873643,
United States,Miami-Fort Lauderdale-West Palm Beach,Miami Fort Lauderdale West Palm Beach Fl,36,30,0.178732304,
United States,"Michigan City-La Porte, In",Michigan City La Porte In,36,4,0.101474359,
United States,Milton,Hamilton,9,2,0.180555556,
United States,Milwaukee-Waukesha-West Allis,Milwaukee Waukesha West Allis Wi,36,16,0.155318753,
United States,"Milwaukee-Waukesha-West Allis, Wi",Milwaukee Waukesha West Allis Wi,36,4,0.151136364,
United States,Minneapolis,Indianapolis,3,3,0.218013468,
United States,Minneapolis-St. Paul-Bloomington,Minneapolis St Paul Bloomington Mn Wi,36,31,0.120563451,
United States,"Minneapolis-St. Paul-Bloomington, Mn-Wi",Minneapolis St Paul Bloomington Mn Wi,36,4,0.138389521,
United States,"Missoula, Mt",Missoula,12,4,0.111111111,
United States,Mobile,Mobile Al,13,36,0.111111111,
United States,"Mobile, Al",Mobile,13,4,0.133333333,
United States,"Modesto, Ca",Modesto,32,4,0.121212121,
United States,Monroe,Monroe La,3,36,0.111111111,
United States,"Monroe, La","Macon, Ga",4,4,0.244444444,
United States,"Monroe, Mi","Monroe, La",4,4,0.133333333,
United States,Moore,Monroe,3,3,0.122222222,
United States,Morgantown,Scranton,1,2,0.216666667,
United States,"Morgantown, Wv","Fairmont, Wv",4,4,0.239417989,
United States,Mount Vernon-Anacortes,"Mount Vernon, Il",1,4,0.234848485,
United States,Muncie,Muncie In,7,36,0.111111111,
United States,"Muncie, In",Muncie,7,4,0.133333333,
United States,Muscatine Ia,Muncie In,36,36,0.210648148,
United States,"Muscatine, Ia",Muscatine,18,4,0.102564103,
United States,"Muskogee, Ok",Muskogee,21,2,0.111111111,
United States,"Napa, Ca",Napa,24,2,0.166666667,
United States,Nashville,Marysville,3,3,0.174074074,
United States,"Nashville-Davidson--Murfreesboro--Franklin, Tn",Nashville Davidson Murfreesboro Franklin Tn,36,4,0.104234075,
United States,New Castle,New Haven,1,2,0.244444444,
United States,New Haven,New Haven-Milford,2,31,0.156862745,
United States,"New Haven-Milford, Ct",New Haven Milford Ct,36,4,0.118588137,
United States,New Orleans-Metairie-Kenner,New Orleans Metairie La,36,1,0.156736447,
United States,"New Orleans-Metairie-Kenner, La",New Orleans Metairie La,36,4,0.111266947,
United States,New York,New York-Newark-Jersey City,3,30,0.234567901,
United States,New York-Newark-Jersey City,New York Newark Jersey City Ny Nj Pa,36,30,0.213209877,
United States,Newark,New York,3,1,0.180555556,
United States,"Newark-Union, Nj-Pa","Lebanon, Pa",2,2,0.236044657,
United States,Newport,New York,3,3,0.220238095,
United States,"Nogales, Az",Nogales,32,4,0.121212121,
United States,Norristown,Boston,3,2,0.222222222,
United States,North Las Vegas,Las Vegas,3,3,0.207407407,
United States,North Laurel,North Charleston,1,1,0.213888889,
United States,"Oakland-Fremont-Hayward, Ca",Oakland,3,2,0.24691358,
United States,Ogden,Ogden-Clearfield,2,28,0.229166667,
United States,Ogden Dunes,Ogden,2,2,0.181818182,
United States,Oklahoma City,Oklahoma Ok,16,36,0.163170163,
United States,"Oklahoma City, Ok",Oklahoma Ok,4,36,0.117647059,
United States,Omaha-Council Bluffs,Omaha Council Bluffs Ne Ia,36,31,0.176585695,
United States,"Omaha-Council Bluffs, Ne-Ia",Omaha Council Bluffs Ne Ia,36,4,0.159900285,
United States,Orlando-Kissimmee,Orlando-Kissimmee-Sanford,1,30,0.106666667,
United States,"Orlando-Kissimmee, Fl",Orlando-Kissimmee-Sanford,30,4,0.17015873,
United States,Owensboro Ky,Middlesborough Ky,36,36,0.240196078,
United States,"Owensboro, Ky",Owensboro,19,4,0.102564103,
United States,Oxnard-Thousand Oaks-Ventura,Oxnard Thousand Oaks Ventura Ca,36,28,0.135265272,
United States,"Oxnard-Thousand Oaks-Ventura, Ca",Oxnard Thousand Oaks Ventura Ca,36,4,0.173445032,
United States,Paducah,Paducah Ky Il,16,36,0.153846154,
United States,"Paducah, Ky-Il",Paducah,16,4,0.166666667,
United States,Pagosa Springs,Rock Springs,24,30,0.202380952,
United States,Pahala,Palatka,3,12,0.217460317,
United States,Paia,Pala,2,3,0.166666667,
United States,Pala,Palatka,3,12,0.142857143,
United States,"Palm Bay-Melbourne-Titusville, Fl",Palm Bay Melbourne Titusville Fl,36,4,0.106691919,
United States,Parkersburg-Marietta-Vienna,Parkersburg Vienna Wv,36,1,0.216360618,
United States,"Parkersburg-Marietta-Vienna, Wv-Oh",Parkersburg Vienna Wv,36,4,0.178127918,
United States,Pascagoula,Pahala,3,1,0.222222222,
United States,Payson,Payson Az,30,36,0.111111111,
United States,Pearl City,Carson City,3,3,0.221212121,
United States,Pensacola-Ferry Pass-Brent,Pensacola Ferry Pass Brent Fl,36,3,0.117834512,
United States,"Pensacola-Ferry Pass-Brent, Fl",Pensacola Ferry Pass Brent Fl,36,4,0.142741592,
United States,Philadelphia,Philadelphia-Camden-Wilmington,3,31,0.2,
United States,Philadelphia-Camden-Wilmington,Philadelphia Camden Wilmington Pa Nj De Md,36,31,0.133333333,
United States,"Philadelphia-Camden-Wilmington, Pa-Nj-De-Md",Philadelphia-Camden-Wilmington,31,4,0.100775194,
United States,Phoenix,Phoenix-Mesa-Scottsdale,3,31,0.231884058,
United States,"Phoenix-Mesa-Scottsdale, Az",Phoenix Mesa Scottsdale Az,36,4,0.132122507,
United States,Pierre,Livermore,3,2,0.203703704,
United States,Pikeville,Lakeville,2,1,0.148148148,
United States,Pinehurst,Pinehurst (Na),2,24,0.119047619,
United States,Pittsburgh Pa,Gettysburg Pa,36,36,0.153846154,
United States,"Pittsburgh, Pa",Gettysburg Pa,36,4,0.172161172,
United States,"Pittsfield, Ma",Springfield Ma,4,36,0.238095238,
United States,Platteville Wi,Charlottesville Va,36,36,0.231361231,
United States,"Platteville, Wi","Charlottesville, Va",4,4,0.217251462,
United States,"Pocatello, Id",Pocatello,16,4,0.102564103,
United States,Ponca City,Iowa City,17,1,0.174074074,
United States,Ponca City Ok,Iowa City Ia,36,36,0.239316239,
United States,"Ponca City, Ok","Oklahoma City, Ok",4,2,0.219378661,
United States,Portland,Portland-South Portland,1,18,0.217391304,
United States,Portland-South Portland,Portland South Portland Me,36,18,0.11122935,
United States,"Portland-South Portland-Biddeford, Me",Portland-South Portland,18,4,0.126126126,
United States,Portland-Vancouver-Beaverton,Portland-Vancouver-Hillsboro,1,21,0.182539683,
United States,"Portland-Vancouver-Beaverton, Or-Wa",Portland-Vancouver-Hillsboro,4,21,0.232539683,
United States,Portland-Vancouver-Hillsboro,Portland Vancouver Hillsboro Or Wa,36,21,0.102240896,
United States,Portola,Portland,1,1,0.130952381,
United States,Prineville,Pikeville,1,1,0.103703704,
United States,Prineville Or,Gainesville Ga,36,36,0.221611722,
United States,"Prineville, Or","Gainesville, Fl",4,4,0.206349206,
United States,Providence,East Providence,3,3,0.111111111,
United States,Providence-New Bedford-Fall River,Providence,3,1,0.232323232,
United States,Providence-Warwick,Providence Warwick Ri Ma,36,27,0.115740741,
United States,Provo,Provo-Orem,2,22,0.166666667,
United States,Provo-Orem,Provo Orem Ut,36,22,0.135897436,
United States,"Provo-Orem, Ut",Provo Orem Ut,36,4,0.142704518,
United States,Pueblo,Pueblo Co,22,36,0.111111111,
United States,Pueblo Co,Boulder Co,36,36,0.245502646,
United States,"Pueblo, Co",Pueblo,22,2,0.133333333,
United States,"Quincy, Il-Mo",Quincy,4,2,0.179487179,
United States,Raleigh,"Raleigh-Cary, Nc",2,4,0.1875,
United States,Raleigh-Cary,Raleigh,2,1,0.138888889,
United States,"Raleigh-Cary, Nc",Raleigh Nc,36,4,0.125,
United States,Reading,"Reading, Pa",1,4,0.121212121,
United States,"Reading, Pa",Redding Ca,4,36,0.157575758,
United States,Redding,Reading Pa,36,31,0.180952381,
United States,Redding Ca,Reading Pa,36,36,0.133333333,
United States,"Redding, Ca","Reading, Pa",4,4,0.121212121,
United States,Redwood City,Dodge City,15,3,0.219444444,
United States,Reno,Reno Nv,24,36,0.142857143,
United States,Reno-Sparks,Reno,24,1,0.212121212,
United States,"Reno-Sparks, Nv",Reno,24,4,0.244444444,
United States,Richmond,Augusta Richmond County Ga Sc,36,23,0.24137931,
United States,"Richmond, Va",Richmond,23,4,0.111111111,
United States,Richmond-Berea,Richmond,23,1,0.142857143,
United States,"Richmond-Berea, Ky",Richmond,23,4,0.185185185,
United States,"Riverside-San Bernardino-Ontario, Ca",Riverside San Bernardino Ontario Ca,36,4,0.107431457,
United States,"Riverton, Wy",Riverton,30,4,0.111111111,
United States,Roanoke Va,Monroe La,36,36,0.244444444,
United States,"Roanoke, Va",Roanoke,7,4,0.121212121,
United States,Rochester,"Rochester, Ny",3,4,0.102564103,
United States,Rochester Ny,Rochester Mn,36,36,0.111111111,
United States,"Rochester, Mn",Rochester,3,2,0.102564103,
United States,"Rochester, Ny",Rochester Mn,36,4,0.132478632,
United States,Rock Springs,Hot Springs Ar,36,30,0.202380952,
United States,Rock Springs Wy,Hot Springs Ar,36,36,0.206349206,
United States,"Rock Springs, Wy","Hot Springs, Ar",4,4,0.193055556,
United States,"Rome, Ga","Roanoke, Va",4,2,0.234848485,
United States,"Rutland, Vt",Rutland,12,4,0.121212121,
United States,Sacramento--Arden-Arcade--Roseville,Sacramento Roseville Arden Arcade Ca,36,1,0.203174603,
United States,"Sacramento--Arden-Arcade--Roseville, Ca",Sacramento--Roseville--Arden-Arcade,4,30,0.134188034,
United States,Sacramento--Roseville--Arden-Arcade,Sacramento Roseville Arden Arcade Ca,36,30,0.103174603,
United States,Saint Petersburg,Tampa-St. Petersburg-Clearwater,2,31,0.248271889,
United States,"Salinas, Ca",Salinas,33,4,0.121212121,
United States,Salisbury,Salisbury Md De,4,36,0.133333333,
United States,"Salisbury, Nc",Salisbury,4,4,0.102564103,
United States,San Antonio,San Antonio-New Braunfels,1,18,0.186666667,
United States,"San Antonio, Tx",San Antonio New Braunfels Tx,36,4,0.188888889,
United States,San Diego,San Diego-Carlsbad,2,30,0.166666667,
United States,San Diego-Carlsbad-San Marcos,San Diego-Carlsbad,30,1,0.126436782,
United States,"San Diego-Carlsbad-San Marcos, Ca",San Diego-Carlsbad,30,4,0.151515152,
United States,San Francisco,San Francisco-Oakland-Hayward,3,30,0.183908046,
United States,San Francisco-Oakland-Fremont,San Francisco-Oakland-Hayward,1,30,0.137931034,
United States,"San Francisco-Oakland-Fremont, Ca",San Francisco-Oakland-Hayward,4,30,0.162269244,
United States,"San Francisco-San Mateo-Redwood City, Ca",San Francisco,3,2,0.225,
United States,San Jose,Santa Rosa,3,30,0.216666667,
United States,San Jose-Sunnyvale-Santa Clara,San Jose Sunnyvale Santa Clara Ca,36,31,0.108441558,
United States,"San Jose-Sunnyvale-Santa Clara, Ca",San Jose Sunnyvale Santa Clara Ca,36,4,0.157140667,
